footlength,Heightin,Weightlbs,balloffootcircumference,EUR Size
263,66,184,264,40.39938556067588
272,70,200,258,41.78187403993856
273,69,210,265,41.935483870967744
297,74,231,301,45.622119815668206
277,72,220,252,42.54992319508449
291,72,218,274,44.70046082949309
282,69,155,243,43.31797235023041
244,68,155,238,37.48079877112135
273,71,215,269,41.935483870967744
272,68,213,277,41.78187403993856
266,67,134,237,40.86021505376344
267,70,189,252,41.013824884792626
278,73,215,255,42.703533026113675
279,71,180,275,42.85714285714286
265,72,156,252,40.706605222734254
282,73,215,264,43.31797235023041
272,73,190,260,41.78187403993856
281,69,155,247,43.164362519201234
282,73,180,274,43.31797235023041
270,68,200,233,41.474654377880185
289,74,195,258,44.39324116743472
266,65,195,248,40.86021505376344
255,68,205,256,39.1705069124424
262,73,155,241,40.2457757296467
259,70,187,250,39.78494623655914
246,66,180,243,37.78801843317972
283,73,190,266,43.4715821812596
274,70,184,242,42.08909370199693
264,69,190,251,40.55299539170507
290,77,210,272,44.5468509984639
303,76,185,277,46.54377880184332
264,68,193,255,40.55299539170507
284,71,240,255,43.625192012288785
262,66,137,230,40.2457757296467
299,74,260,278,45.92933947772658
261,69,217,250,40.092165898617516
270,70,175,251,41.474654377880185
274,74,181,242,42.08909370199693
263,70,190,254,40.39938556067588
289,75,245,276,44.39324116743472
277,72,195,266,42.54992319508449
282,77,225,267,43.31797235023041
294,76,265,306,45.16129032258065
268,72,170,263,41.16743471582181
257,70,250,277,39.47772657450077
257,66,187,250,39.47772657450077
268,68,170,245,41.16743471582181
287,72,180,257,44.086021505376344
288,71,188,247,44.23963133640553
286,70,205,250,43.93241167434716
292,72,210,282,44.854070660522275
261,67,147,252,40.092165898617516
264,72,172,256,40.55299539170507
285,70,270,280,43.77880184331797
281,75,200,247,43.164362519201234
292,73,230,273,44.854070660522275
267,69,175,246,41.013824884792626
284,70,200,267,43.625192012288785
269,69,211,248,41.321044546851
253,67,165,248,38.863287250384026
260,69,175,245,39.93855606758833
290,72,215,276,44.5468509984639
293,75,250,272,45.00768049155146
281,71,210,276,43.164362519201234
266,69,145,239,40.86021505376344
260,67,165,260,39.93855606758833
281,72,193,272,43.164362519201234
250,67,192,246,38.40245775729647
263,67,135,233,40.39938556067588
261,72,225,255,40.092165898617516
278,71,180,268,42.703533026113675
279,71,160,259,42.85714285714286
285,72,200,260,43.77880184331797
261,71,130,245,40.092165898617516
261,70,215,262,40.092165898617516
284,73,189,254,43.625192012288785
292,74,178,273,44.854070660522275
283,69,175,250,43.4715821812596
295,71,194,273,45.314900153609834
256,68,150,247,39.324116743471585
275,67,215,248,42.242703533026116
300,75,195,272,46.082949308755765
256,68,140,234,39.324116743471585
254,69,167,252,39.01689708141321
267,71,180,257,41.013824884792626
266,70,155,257,40.86021505376344
280,75,207,260,43.01075268817205
279,70,215,272,42.85714285714286
282,75,195,267,43.31797235023041
269,74,195,256,41.321044546851
254,68,165,245,39.01689708141321
297,73,227,267,45.622119815668206
278,68,195,265,42.703533026113675
276,71,152,255,42.3963133640553
254,70,138,241,39.01689708141321
254,65,160,233,39.01689708141321
250,63,135,237,38.40245775729647
293,75,255,274,45.00768049155146
262,68,135,244,40.2457757296467
255,69,182,240,39.1705069124424
275,68,180,240,42.242703533026116
277,68,200,247,42.54992319508449
278,73,152,254,42.703533026113675
268,73,220,264,41.16743471582181
277,73,186,258,42.54992319508449
279,73,230,267,42.85714285714286
253,68,155,250,38.863287250384026
261,69,185,243,40.092165898617516
258,70,160,235,39.63133640552996
281,72,175,262,43.164362519201234
271,69,185,244,41.62826420890937
272,70,180,248,41.78187403993856
291,73,200,256,44.70046082949309
268,71,197,251,41.16743471582181
250,70,178,231,38.40245775729647
287,71,175,247,44.086021505376344
278,72,200,237,42.703533026113675
256,65,180,245,39.324116743471585
271,71,155,230,41.62826420890937
287,69,160,264,44.086021505376344
270,69,217,265,41.474654377880185
276,70,150,253,42.3963133640553
273,69,182,250,41.935483870967744
285,71,222,256,43.77880184331797
267,74,195,264,41.013824884792626
285,72,190,266,43.77880184331797
269,70,140,239,41.321044546851
258,69,160,238,39.63133640552996
273,69,185,248,41.935483870967744
249,64,137,237,38.24884792626728
249,67,158,230,38.24884792626728
279,73,195,267,42.85714285714286
274,70,192,243,42.08909370199693
270,67,180,238,41.474654377880185
265,71,175,247,40.706605222734254
304,75,260,282,46.6973886328725
279,73,195,268,42.85714285714286
272,70,165,242,41.78187403993856
265,71,165,235,40.706605222734254
276,69,210,260,42.3963133640553
252,66,128,246,38.70967741935484
274,70,200,274,42.08909370199693
271,72,170,257,41.62826420890937
252,67,165,237,38.70967741935484
252,69,145,224,38.70967741935484
268,69,185,252,41.16743471582181
244,66,130,231,37.48079877112135
280,69,210,256,43.01075268817205
276,72,190,255,42.3963133640553
290,72,210,269,44.5468509984639
272,73,202,262,41.78187403993856
279,73,150,247,42.85714285714286
248,67,126,235,38.095238095238095
268,73,180,264,41.16743471582181
280,73,185,257,43.01075268817205
280,70,210,259,43.01075268817205
288,73,195,257,44.23963133640553
280,72,200,250,43.01075268817205
296,75,270,281,45.46850998463902
275,70,220,276,42.242703533026116
274,72,160,254,42.08909370199693
266,67,180,252,40.86021505376344
287,72,212,245,44.086021505376344
260,68,174,246,39.93855606758833
259,67,180,249,39.78494623655914
258,67,156,256,39.63133640552996
266,69,165,244,40.86021505376344
277,74,190,263,42.54992319508449
278,71,250,257,42.703533026113675
280,72,240,267,43.01075268817205
286,72,236,254,43.93241167434716
280,72,180,248,43.01075268817205
266,69,179,252,40.86021505376344
267,71,236,270,41.013824884792626
267,69,158,254,41.013824884792626
260,72,200,237,39.93855606758833
278,75,255,264,42.703533026113675
310,76,270,290,47.61904761904762
249,66,140,252,38.24884792626728
302,77,280,274,46.39016897081413
277,73,220,274,42.54992319508449
283,70,200,255,43.4715821812596
292,60,220,276,44.854070660522275
276,67,180,246,42.3963133640553
261,72,170,253,40.092165898617516
268,70,209,243,41.16743471582181
270,69,172,268,41.474654377880185
243,65,182,265,37.327188940092164
277,69,214,266,42.54992319508449
263,68,165,249,40.39938556067588
283,73,235,266,43.4715821812596
270,69,195,257,41.474654377880185
277,69,178,256,42.54992319508449
274,73,225,284,42.08909370199693
269,70,210,263,41.321044546851
263,68,128,223,40.39938556067588
270,70,195,257,41.474654377880185
261,71,206,245,40.092165898617516
277,69,172,250,42.54992319508449
274,69,175,237,42.08909370199693
265,67,195,247,40.706605222734254
274,73,230,257,42.08909370199693
273,69,190,239,41.935483870967744
266,74,210,248,40.86021505376344
269,68,175,248,41.321044546851
270,68,185,256,41.474654377880185
278,69,164,258,42.703533026113675
280,70,175,261,43.01075268817205
279,70,210,259,42.85714285714286
272,71,195,252,41.78187403993856
302,78,245,258,46.39016897081413
289,74,215,259,44.39324116743472
267,67,157,230,41.013824884792626
264,67,155,237,40.55299539170507
277,70,200,255,42.54992319508449
263,73,170,227,40.39938556067588
257,68,190,239,39.47772657450077
266,66,148,244,40.86021505376344
266,69,200,244,40.86021505376344
277,67,238,273,42.54992319508449
254,62,198,267,39.01689708141321
261,69,200,264,40.092165898617516
284,76,230,261,43.625192012288785
275,67,150,245,42.242703533026116
280,74,250,258,43.01075268817205
272,66,198,267,41.78187403993856
280,70,160,255,43.01075268817205
290,76,217,262,44.5468509984639
262,68,170,240,40.2457757296467
278,70,200,241,42.703533026113675
265,68,215,248,40.706605222734254
269,69,205,251,41.321044546851
263,71,200,245,40.39938556067588
271,74,186,258,41.62826420890937
270,70,186,263,41.474654377880185
275,71,230,257,42.242703533026116
242,62,138,237,37.173579109062985
254,80,140,239,39.01689708141321
278,70,240,278,42.703533026113675
279,69,168,271,42.85714285714286
270,72,203,270,41.474654377880185
288,73,182,264,44.23963133640553
277,71,180,257,42.54992319508449
265,70,168,259,40.706605222734254
259,69,200,235,39.78494623655914
269,69,200,256,41.321044546851
264,69,150,233,40.55299539170507
251,67,150,233,38.556067588325654
259,66,194,259,39.78494623655914
254,69,230,239,39.01689708141321
275,73,225,252,42.242703533026116
265,74,250,254,40.706605222734254
276,69,245,274,42.3963133640553
269,69,180,257,41.321044546851
252,67,148,234,38.70967741935484
256,69,181,240,39.324116743471585
266,74,175,256,40.86021505376344
258,68,160,245,39.63133640552996
235,65,130,238,36.09831029185868
249,68,180,235,38.24884792626728
254,70,190,234,39.01689708141321
292,72,255,303,44.854070660522275
273,70,225,247,41.935483870967744
278,71,220,257,42.703533026113675
288,70,205,283,44.23963133640553
270,72,204,251,41.474654377880185
270,72,192,259,41.474654377880185
287,73,215,266,44.086021505376344
281,75,198,263,43.164362519201234
276,73,225,270,42.3963133640553
250,66,204,255,38.40245775729647
256,71,175,244,39.324116743471585
277,72,190,260,42.54992319508449
257,70,235,269,39.47772657450077
250,63,155,241,38.40245775729647
273,71,210,264,41.935483870967744
272,69,155,240,41.78187403993856
256,68,188,244,39.324116743471585
272,68,140,242,41.78187403993856
275,71,135,237,42.242703533026116
278,74,220,264,42.703533026113675
284,72,187,269,43.625192012288785
273,72,180,237,41.935483870967744
282,70,215,252,43.31797235023041
263,70,169,241,40.39938556067588
287,69,170,266,44.086021505376344
261,68,160,244,40.092165898617516
253,63,136,242,38.863287250384026
286,76,190,263,43.93241167434716
269,71,137,233,41.321044546851
262,70,150,244,40.2457757296467
267,71,165,235,41.013824884792626
272,68,221,259,41.78187403993856
268,71,137,235,41.16743471582181
264,69,170,247,40.55299539170507
281,70,157,236,43.164362519201234
277,72,190,278,42.54992319508449
243,64,170,243,37.327188940092164
256,70,190,264,39.324116743471585
288,77,280,245,44.23963133640553
260,67,140,236,39.93855606758833
274,72,136,246,42.08909370199693
274,74,235,247,42.08909370199693
264,72,255,266,40.55299539170507
269,69,204,262,41.321044546851
254,67,161,265,39.01689708141321
278,74,190,247,42.703533026113675
251,66,160,238,38.556067588325654
256,66,170,237,39.324116743471585
281,71,190,254,43.164362519201234
270,70,160,254,41.474654377880185
259,68,180,249,39.78494623655914
259,69,218,266,39.78494623655914
243,66,145,236,37.327188940092164
275,70,206,245,42.242703533026116
282,75,160,254,43.31797235023041
276,67,195,261,42.3963133640553
274,74,180,258,42.08909370199693
265,67,240,265,40.706605222734254
262,69,200,266,40.2457757296467
270,73,165,249,41.474654377880185
253,66,148,225,38.863287250384026
283,75,215,257,43.4715821812596
267,70,165,241,41.013824884792626
273,72,177,254,41.935483870967744
271,69,135,240,41.62826420890937
247,65,150,236,37.94162826420891
260,65,160,258,39.93855606758833
270,67,190,253,41.474654377880185
258,68,200,252,39.63133640552996
273,71,185,261,41.935483870967744
277,70,175,260,42.54992319508449
273,69,220,253,41.935483870967744
280,70,210,254,43.01075268817205
260,69,223,233,39.93855606758833
278,71,170,246,42.703533026113675
262,70,210,265,40.2457757296467
286,72,275,274,43.93241167434716
280,69,178,262,43.01075268817205
288,72,190,254,44.23963133640553
268,70,251,256,41.16743471582181
272,70,203,254,41.78187403993856
258,68,175,253,39.63133640552996
270,68,175,260,41.474654377880185
263,67,220,266,40.39938556067588
259,68,214,248,39.78494623655914
284,73,200,273,43.625192012288785
259,70,196,262,39.78494623655914
264,71,220,247,40.55299539170507
263,70,180,262,40.39938556067588
253,65,163,247,38.863287250384026
281,72,180,257,43.164362519201234
286,69,240,278,43.93241167434716
270,71,280,274,41.474654377880185
281,76,230,265,43.164362519201234
263,69,155,262,40.39938556067588
254,65,145,237,39.01689708141321
280,70,280,267,43.01075268817205
280,70,210,274,43.01075268817205
277,73,170,278,42.54992319508449
277,74,185,267,42.54992319508449
281,75,192,263,43.164362519201234
250,67,184,245,38.40245775729647
270,70,182,247,41.474654377880185
257,68,139,237,39.47772657450077
262,69,185,253,40.2457757296467
282,70,161,252,43.31797235023041
265,69,193,258,40.706605222734254
267,70,235,242,41.013824884792626
252,67,160,233,38.70967741935484
267,69,155,244,41.013824884792626
277,71,250,272,42.54992319508449
239,65,127,244,36.712749615975426
261,66,155,263,40.092165898617516
278,70,222,262,42.703533026113675
280,74,178,270,43.01075268817205
258,70,200,257,39.63133640552996
278,73,190,258,42.703533026113675
269,66,182,263,41.321044546851
277,71,200,254,42.54992319508449
275,70,195,267,42.242703533026116
268,68,215,256,41.16743471582181
247,66,148,247,37.94162826420891
261,67,170,261,40.092165898617516
260,66,185,253,39.93855606758833
288,75,165,248,44.23963133640553
279,70,165,260,42.85714285714286
270,68,160,238,41.474654377880185
283,70,180,266,43.4715821812596
258,69,210,271,39.63133640552996
253,65,143,240,38.863287250384026
270,69,195,270,41.474654377880185
286,71,195,262,43.93241167434716
283,75,300,280,43.4715821812596
287,73,225,248,44.086021505376344
239,66,135,230,36.712749615975426
285,72,180,253,43.77880184331797
272,73,195,267,41.78187403993856
263,70,198,262,40.39938556067588
276,74,186,262,42.3963133640553
274,72,225,270,42.08909370199693
276,70,201,259,42.3963133640553
281,72,165,258,43.164362519201234
266,70,172,260,40.86021505376344
261,73,175,247,40.092165898617516
270,71,185,249,41.474654377880185
300,74,220,268,46.082949308755765
244,67,150,239,37.48079877112135
288,71,155,227,44.23963133640553
277,71,185,241,42.54992319508449
289,74,246,263,44.39324116743472
283,70,179,231,43.4715821812596
276,70,165,247,42.3963133640553
288,72,160,240,44.23963133640553
274,69,157,248,42.08909370199693
266,79,200,253,40.86021505376344
287,70,215,256,44.086021505376344
286,70,180,251,43.93241167434716
273,70,178,250,41.935483870967744
293,70,177,264,45.00768049155146
269,66,180,254,41.321044546851
252,66,170,244,38.70967741935484
270,67,165,245,41.474654377880185
274,71,210,258,42.08909370199693
265,66,190,254,40.706605222734254
257,70,198,241,39.47772657450077
268,70,225,245,41.16743471582181
280,70,275,267,43.01075268817205
274,71,225,247,42.08909370199693
300,71,230,288,46.082949308755765
273,67,198,258,41.935483870967744
312,78,257,304,47.92626728110599
285,73,279,293,43.77880184331797
281,72,210,250,43.164362519201234
274,69,165,233,42.08909370199693
255,64,148,243,39.1705069124424
249,66,160,247,38.24884792626728
256,66,175,257,39.324116743471585
276,71,185,249,42.3963133640553
259,70,165,244,39.78494623655914
268,67,200,254,41.16743471582181
285,72,175,243,43.77880184331797
278,70,205,254,42.703533026113675
282,73,234,260,43.31797235023041
300,74,206,264,46.082949308755765
251,67,150,228,38.556067588325654
272,72,212,257,41.78187403993856
260,70,150,227,39.93855606758833
264,70,205,252,40.55299539170507
282,74,196,253,43.31797235023041
261,66,170,236,40.092165898617516
270,65,177,245,41.474654377880185
288,71,236,263,44.23963133640553
272,70,215,243,41.78187403993856
284,71,194,257,43.625192012288785
277,70,170,249,42.54992319508449
270,72,180,256,41.474654377880185
254,64,153,237,39.01689708141321
260,69,180,245,39.93855606758833
267,66,195,256,41.013824884792626
287,72,198,251,44.086021505376344
284,71,170,259,43.625192012288785
274,69,170,255,42.08909370199693
270,72,205,251,41.474654377880185
260,69,155,230,39.93855606758833
289,72,203,271,44.39324116743472
295,74,240,262,45.314900153609834
273,69,150,257,41.935483870967744
277,70,242,260,42.54992319508449
281,68,195,255,43.164362519201234
253,64,145,237,38.863287250384026
263,68,141,247,40.39938556067588
267,70,160,264,41.013824884792626
272,72,203,253,41.78187403993856
271,72,155,245,41.62826420890937
286,72,205,268,43.93241167434716
274,70,144,237,42.08909370199693
300,74,225,271,46.082949308755765
285,74,165,261,43.77880184331797
293,75,195,276,45.00768049155146
255,64,150,240,39.1705069124424
251,67,145,230,38.556067588325654
254,65,150,235,39.01689708141321
271,69,140,238,41.62826420890937
262,70,153,248,40.2457757296467
267,66,155,257,41.013824884792626
272,69,200,264,41.78187403993856
258,66,173,246,39.63133640552996
274,72,190,246,42.08909370199693
276,67,220,247,42.3963133640553
264,72,202,251,40.55299539170507
264,69,175,244,40.55299539170507
257,64,163,235,39.47772657450077
287,74,185,259,44.086021505376344
276,72,185,259,42.3963133640553
259,66,195,251,39.78494623655914
271,75,185,258,41.62826420890937
285,73,220,251,43.77880184331797
241,66,180,242,37.0199692780338
281,81,185,239,43.164362519201234
277,71,206,263,42.54992319508449
294,78,270,278,45.16129032258065
253,69,175,251,38.863287250384026
271,67,140,237,41.62826420890937
262,64,183,243,40.2457757296467
297,74,280,275,45.622119815668206
254,64,154,243,39.01689708141321
264,69,215,256,40.55299539170507
277,68,244,251,42.54992319508449
279,70,170,249,42.85714285714286
256,66,130,229,39.324116743471585
271,71,220,257,41.62826420890937
264,68,164,226,40.55299539170507
264,68,173,228,40.55299539170507
265,68,175,260,40.706605222734254
277,70,230,266,42.54992319508449
254,67,190,237,39.01689708141321
264,70,208,246,40.55299539170507
271,70,190,266,41.62826420890937
248,67,181,248,38.095238095238095
268,69,184,247,41.16743471582181
257,73,160,264,39.47772657450077
273,69,217,240,41.935483870967744
277,70,168,244,42.54992319508449
290,71,250,270,44.5468509984639
257,66,150,252,39.47772657450077
267,68,197,262,41.013824884792626
267,69,190,245,41.013824884792626
259,70,155,247,39.78494623655914
261,68,180,254,40.092165898617516
274,70,162,248,42.08909370199693
286,73,193,257,43.93241167434716
287,73,213,254,44.086021505376344
287,71,185,243,44.086021505376344
256,66,170,248,39.324116743471585
261,69,165,250,40.092165898617516
270,68,170,245,41.474654377880185
274,68,160,249,42.08909370199693
255,66,141,218,39.1705069124424
277,70,165,254,42.54992319508449
266,67,160,247,40.86021505376344
257,67,170,245,39.47772657450077
281,71,190,257,43.164362519201234
274,69,223,262,42.08909370199693
261,67,185,245,40.092165898617516
287,72,180,267,44.086021505376344
274,73,181,258,42.08909370199693
292,73,260,268,44.854070660522275
285,77,215,258,43.77880184331797
273,71,145,246,41.935483870967744
266,69,195,248,40.86021505376344
266,68,170,246,40.86021505376344
266,68,139,238,40.86021505376344
259,67,160,255,39.78494623655914
281,70,145,263,43.164362519201234
301,77,156,249,46.236559139784944
279,72,195,258,42.85714285714286
277,71,174,247,42.54992319508449
268,71,160,228,41.16743471582181
270,71,158,244,41.474654377880185
278,69,145,230,42.703533026113675
281,72,180,235,43.164362519201234
268,72,165,241,41.16743471582181
274,71,200,242,42.08909370199693
274,69,250,280,42.08909370199693
277,72,190,261,42.54992319508449
269,73,200,266,41.321044546851
283,73,250,274,43.4715821812596
272,69,187,243,41.78187403993856
254,69,153,252,39.01689708141321
274,67,190,247,42.08909370199693
284,67,200,267,43.625192012288785
276,71,187,247,42.3963133640553
264,69,187,244,40.55299539170507
287,66,210,270,44.086021505376344
267,70,170,245,41.013824884792626
252,65,175,242,38.70967741935484
269,70,155,246,41.321044546851
252,66,160,244,38.70967741935484
266,66,170,244,40.86021505376344
291,74,215,262,44.70046082949309
254,67,200,250,39.01689708141321
296,74,185,256,45.46850998463902
279,68,220,264,42.85714285714286
256,71,170,244,39.324116743471585
250,68,160,230,38.40245775729647
284,75,165,241,43.625192012288785
265,65,160,240,40.706605222734254
281,74,255,277,43.164362519201234
250,68,177,227,38.40245775729647
265,68,194,251,40.706605222734254
257,69,180,242,39.47772657450077
300,74,241,267,46.082949308755765
269,71,160,242,41.321044546851
286,65,168,247,43.93241167434716
259,67,145,245,39.78494623655914
264,68,186,258,40.55299539170507
287,69,218,263,44.086021505376344
275,65,207,253,42.242703533026116
276,67,200,262,42.3963133640553
278,73,235,251,42.703533026113675
270,71,175,254,41.474654377880185
269,70,185,242,41.321044546851
303,74,225,284,46.54377880184332
268,70,199,247,41.16743471582181
264,67,198,263,40.55299539170507
259,67,173,245,39.78494623655914
253,68,173,236,38.863287250384026
272,72,160,247,41.78187403993856
268,70,190,254,41.16743471582181
268,66,168,250,41.16743471582181
253,65,158,232,38.863287250384026
289,73,163,238,44.39324116743472
269,68,165,248,41.321044546851
269,67,174,255,41.321044546851
276,72,225,258,42.3963133640553
279,68,210,246,42.85714285714286
272,68,181,242,41.78187403993856
282,73,240,235,43.31797235023041
279,70,225,258,42.85714285714286
280,72,218,251,43.01075268817205
277,68,198,255,42.54992319508449
269,66,200,240,41.321044546851
258,69,168,257,39.63133640552996
272,70,175,254,41.78187403993856
243,65,140,243,37.327188940092164
258,67,142,239,39.63133640552996
287,70,210,267,44.086021505376344
280,74,195,252,43.01075268817205
233,65,150,230,35.79109062980031
266,69,170,248,40.86021505376344
284,71,250,260,43.625192012288785
268,72,135,245,41.16743471582181
252,67,130,244,38.70967741935484
267,70,190,257,41.013824884792626
285,73,235,260,43.77880184331797
302,76,220,273,46.39016897081413
257,66,175,243,39.47772657450077
272,70,190,247,41.78187403993856
260,68,185,247,39.93855606758833
283,72,158,239,43.4715821812596
283,74,170,243,43.4715821812596
311,80,200,267,47.77265745007681
284,72,165,254,43.625192012288785
275,67,145,239,42.242703533026116
267,68,201,241,41.013824884792626
260,70,168,248,39.93855606758833
267,72,178,231,41.013824884792626
247,66,150,228,37.94162826420891
275,68,143,234,42.242703533026116
261,67,180,228,40.092165898617516
282,72,170,246,43.31797235023041
243,67,150,230,37.327188940092164
276,72,185,247,42.3963133640553
244,70,175,258,37.48079877112135
273,72,170,249,41.935483870967744
263,66,230,253,40.39938556067588
280,75,190,264,43.01075268817205
252,72,150,244,38.70967741935484
264,70,186,233,40.55299539170507
268,68,200,250,41.16743471582181
273,69,165,247,41.935483870967744
273,73,185,244,41.935483870967744
288,70,258,261,44.23963133640553
274,66,155,246,42.08909370199693
298,72,229,261,45.77572964669739
282,69,240,267,43.31797235023041
274,70,195,264,42.08909370199693
296,76,224,259,45.46850998463902
296,74,260,267,45.46850998463902
297,75,215,256,45.622119815668206
264,71,147,251,40.55299539170507
277,71,185,253,42.54992319508449
278,71,220,266,42.703533026113675
279,70,155,241,42.85714285714286
274,69,225,266,42.08909370199693
297,80,210,260,45.622119815668206
261,69,174,244,40.092165898617516
284,72,200,260,43.625192012288785
252,66,182,228,38.70967741935484
264,69,150,270,40.55299539170507
267,66,267,243,41.013824884792626
272,71,180,256,41.78187403993856
270,70,170,247,41.474654377880185
283,69,201,260,43.4715821812596
247,66,175,237,37.94162826420891
266,72,192,241,40.86021505376344
274,70,190,257,42.08909370199693
268,68,185,245,41.16743471582181
273,71,247,262,41.935483870967744
270,69,218,254,41.474654377880185
276,73,225,263,42.3963133640553
271,69,170,254,41.62826420890937
256,69,160,227,39.324116743471585
276,69,190,246,42.3963133640553
278,71,135,247,42.703533026113675
244,65,142,224,37.48079877112135
269,69,185,248,41.321044546851
278,73,175,257,42.703533026113675
271,71,225,253,41.62826420890937
267,71,215,260,41.013824884792626
248,66,145,227,38.095238095238095
282,72,175,254,43.31797235023041
298,70,150,273,45.77572964669739
280,71,202,257,43.01075268817205
264,67,154,254,40.55299539170507
251,67,150,230,38.556067588325654
261,65,170,254,40.092165898617516
273,76,168,264,41.935483870967744
258,68,158,250,39.63133640552996
278,72,160,268,42.703533026113675
287,71,185,234,44.086021505376344
264,71,157,257,40.55299539170507
259,74,170,244,39.78494623655914
268,67,160,237,41.16743471582181
281,68,210,255,43.164362519201234
283,71,203,274,43.4715821812596
272,71,175,248,41.78187403993856
280,69,210,252,43.01075268817205
278,71,185,264,42.703533026113675
255,67,165,237,39.1705069124424
278,69,175,248,42.703533026113675
270,66,155,248,41.474654377880185
282,71,190,264,43.31797235023041
255,67,160,237,39.1705069124424
289,74,220,267,44.39324116743472
253,64,170,233,38.863287250384026
287,70,225,253,44.086021505376344
279,72,215,256,42.85714285714286
269,70,190,242,41.321044546851
268,72,170,227,41.16743471582181
265,69,162,247,40.706605222734254
273,71,198,257,41.935483870967744
272,71,168,246,41.78187403993856
259,67,174,237,39.78494623655914
263,67,180,261,40.39938556067588
271,72,225,253,41.62826420890937
255,65,180,246,39.1705069124424
282,71,175,262,43.31797235023041
250,66,166,226,38.40245775729647
255,74,175,236,39.1705069124424
285,70,185,273,43.77880184331797
252,65,155,235,38.70967741935484
253,63,150,242,38.863287250384026
252,66,165,248,38.70967741935484
258,70,140,220,39.63133640552996
252,70,192,267,38.70967741935484
298,79,225,266,45.77572964669739
269,70,189,244,41.321044546851
278,69,172,255,42.703533026113675
279,72,254,278,42.85714285714286
272,70,190,256,41.78187403993856
287,70,230,257,44.086021505376344
278,66,215,269,42.703533026113675
285,71,210,258,43.77880184331797
279,72,190,252,42.85714285714286
284,68,175,236,43.625192012288785
280,72,165,264,43.01075268817205
247,66,160,220,37.94162826420891
278,71,205,257,42.703533026113675
271,69,182,248,41.62826420890937
270,68,174,238,41.474654377880185
273,72,193,252,41.935483870967744
267,66,178,247,41.013824884792626
257,66,144,233,39.47772657450077
286,69,178,251,43.93241167434716
272,71,162,237,41.78187403993856
261,70,212,248,40.092165898617516
284,69,220,274,43.625192012288785
276,73,175,263,42.3963133640553
257,68,208,249,39.47772657450077
253,69,175,247,38.863287250384026
264,67,155,248,40.55299539170507
260,68,165,249,39.93855606758833
281,74,160,253,43.164362519201234
255,69,187,237,39.1705069124424
267,70,145,239,41.013824884792626
276,73,209,244,42.3963133640553
254,68,150,227,39.01689708141321
272,69,182,241,41.78187403993856
287,75,175,257,44.086021505376344
252,66,178,244,38.70967741935484
264,68,180,243,40.55299539170507
284,72,170,245,43.625192012288785
274,68,150,264,42.08909370199693
266,67,150,237,40.86021505376344
278,70,215,261,42.703533026113675
248,69,180,231,38.095238095238095
273,68,200,244,41.935483870967744
264,67,194,261,40.55299539170507
293,72,155,263,45.00768049155146
264,68,165,255,40.55299539170507
288,68,249,259,44.23963133640553
257,71,180,231,39.47772657450077
252,65,150,246,38.70967741935484
269,68,178,253,41.321044546851
284,74,185,258,43.625192012288785
269,66,207,242,41.321044546851
266,73,165,233,40.86021505376344
282,72,165,249,43.31797235023041
278,72,180,258,42.703533026113675
253,67,150,245,38.863287250384026
259,65,145,233,39.78494623655914
279,73,171,241,42.85714285714286
258,68,170,244,39.63133640552996
274,72,150,237,42.08909370199693
262,69,171,238,40.2457757296467
244,65,120,226,37.48079877112135
263,67,170,245,40.39938556067588
262,68,187,238,40.2457757296467
265,68,210,278,40.706605222734254
252,64,160,244,38.70967741935484
274,71,180,253,42.08909370199693
271,67,225,267,41.62826420890937
265,68,145,233,40.706605222734254
277,74,193,257,42.54992319508449
288,73,226,260,44.23963133640553
253,67,165,232,38.863287250384026
276,73,200,267,42.3963133640553
289,71,195,257,44.39324116743472
251,67,162,254,38.556067588325654
282,73,200,272,43.31797235023041
284,71,180,266,43.625192012288785
282,70,185,266,43.31797235023041
260,73,180,234,39.93855606758833
290,74,220,270,44.5468509984639
254,68,145,247,39.01689708141321
268,71,160,238,41.16743471582181
288,74,185,248,44.23963133640553
282,76,200,264,43.31797235023041
267,69,175,237,41.013824884792626
293,73,230,269,45.00768049155146
255,67,175,264,39.1705069124424
279,74,175,248,42.85714285714286
257,67,130,240,39.47772657450077
277,72,225,267,42.54992319508449
287,71,200,262,44.086021505376344
276,73,213,246,42.3963133640553
284,69,170,248,43.625192012288785
255,67,163,247,39.1705069124424
261,69,170,248,40.092165898617516
281,71,180,267,43.164362519201234
265,70,162,252,40.706605222734254
253,68,185,257,38.863287250384026
282,74,180,260,43.31797235023041
267,70,170,257,41.013824884792626
273,72,190,255,41.935483870967744
256,67,150,233,39.324116743471585
257,67,198,247,39.47772657450077
285,71,230,254,43.77880184331797
258,67,177,254,39.63133640552996
269,70,173,234,41.321044546851
265,69,205,254,40.706605222734254
264,69,200,252,40.55299539170507
309,78,240,266,47.465437788018434
274,72,190,253,42.08909370199693
276,70,158,247,42.3963133640553
267,71,157,255,41.013824884792626
269,70,183,251,41.321044546851
264,67,163,249,40.55299539170507
242,63,155,237,37.173579109062985
243,66,137,232,37.327188940092164
269,72,195,258,41.321044546851
282,73,215,270,43.31797235023041
264,69,195,248,40.55299539170507
260,67,170,241,39.93855606758833
258,68,178,222,39.63133640552996
263,72,145,241,40.39938556067588
291,73,190,259,44.70046082949309
283,70,165,258,43.4715821812596
273,73,180,257,41.935483870967744
272,74,175,260,41.78187403993856
252,68,155,244,38.70967741935484
274,71,175,248,42.08909370199693
