footlength,Heightin,Weightlbs,balloffootcircumference,EUR Size
247,63,111,242,37.94162826420891
219,64,142,214,33.64055299539171
228,62,95,206,35.02304147465438
230,63,157,236,35.33026113671275
238,67,170,234,36.55913978494624
233,63,135,220,35.79109062980031
238,68,165,244,36.55913978494624
237,65,155,226,36.40552995391705
244,62,128,241,37.48079877112135
240,63,134,241,36.86635944700461
268,66,145,236,41.16743471582181
246,65,182,238,37.78801843317972
258,67,128,239,39.63133640552996
227,66,136,219,34.86943164362519
257,67,160,243,39.47772657450077
251,63,134,225,38.556067588325654
258,66,192,237,39.63133640552996
239,62,165,236,36.712749615975426
245,65,150,225,37.634408602150536
233,66,165,227,35.79109062980031
233,59,108,213,35.79109062980031
239,64,128,224,36.712749615975426
229,66,153,215,35.17665130568356
227,64,133,219,34.86943164362519
254,68,175,230,39.01689708141321
274,69,165,242,42.08909370199693
263,70,175,227,40.39938556067588
267,68,150,238,41.013824884792626
250,66,150,237,38.40245775729647
246,62,124,231,37.78801843317972
247,64,175,227,37.94162826420891
237,66,160,231,36.40552995391705
251,66,164,221,38.556067588325654
271,71,190,237,41.62826420890937
235,63,138,236,36.09831029185868
277,69,195,261,42.54992319508449
234,61,124,222,35.944700460829495
250,65,215,245,38.40245775729647
221,61,119,227,33.94777265745008
232,62,128,227,35.63748079877112
250,62,152,249,38.40245775729647
269,68,155,251,41.321044546851
244,65,170,236,37.48079877112135
245,64,156,237,37.634408602150536
251,69,152,232,38.556067588325654
254,64,128,224,39.01689708141321
265,69,180,247,40.706605222734254
217,62,138,214,33.333333333333336
252,66,120,223,38.70967741935484
249,64,127,241,38.24884792626728
253,65,170,240,38.863287250384026
243,64,153,227,37.327188940092164
254,65,130,238,39.01689708141321
237,64,130,222,36.40552995391705
244,66,145,237,37.48079877112135
234,64,120,222,35.944700460829495
249,67,130,227,38.24884792626728
235,64,127,214,36.09831029185868
235,62,110,221,36.09831029185868
244,65,130,237,37.48079877112135
263,69,148,231,40.39938556067588
245,61,110,240,37.634408602150536
231,67,125,220,35.483870967741936
234,62,160,238,35.944700460829495
238,65,155,240,36.55913978494624
252,69,145,237,38.70967741935484
244,64,155,237,37.48079877112135
230,64,130,220,35.33026113671275
264,69,145,240,40.55299539170507
257,69,168,225,39.47772657450077
249,69,155,248,38.24884792626728
247,67,166,231,37.94162826420891
256,67,143,228,39.324116743471585
272,67,170,247,41.78187403993856
283,73,150,248,43.4715821812596
265,66,142,238,40.706605222734254
254,69,150,238,39.01689708141321
247,64,138,232,37.94162826420891
227,59,96,218,34.86943164362519
229,63,130,223,35.17665130568356
264,70,200,243,40.55299539170507
258,62,150,244,39.63133640552996
267,71,181,257,41.013824884792626
249,66,130,212,38.24884792626728
247,63,159,224,37.94162826420891
274,69,171,227,42.08909370199693
263,66,145,234,40.39938556067588
249,65,150,225,38.24884792626728
258,68,150,252,39.63133640552996
227,62,128,222,34.86943164362519
254,66,164,228,39.01689708141321
233,63,177,228,35.79109062980031
231,63,122,226,35.483870967741936
246,66,140,242,37.78801843317972
249,62,135,220,38.24884792626728
249,65,125,218,38.24884792626728
248,75,136,217,38.095238095238095
245,66,173,236,37.634408602150536
244,62,140,226,37.48079877112135
266,67,175,240,40.86021505376344
227,60,142,207,34.86943164362519
265,65,169,239,40.706605222734254
269,65,150,240,41.321044546851
269,69,187,253,41.321044546851
257,66,165,233,39.47772657450077
222,60,119,214,34.10138248847927
252,67,170,240,38.70967741935484
253,64,153,247,38.863287250384026
244,63,175,227,37.48079877112135
284,69,187,235,43.625192012288785
246,63,140,224,37.78801843317972
251,66,137,226,38.556067588325654
258,67,130,230,39.63133640552996
269,68,181,240,41.321044546851
268,66,173,218,41.16743471582181
249,63,160,222,38.24884792626728
257,62,141,226,39.47772657450077
257,66,162,226,39.47772657450077
241,61,122,216,37.0199692780338
255,66,168,224,39.1705069124424
259,70,165,237,39.78494623655914
246,64,175,237,37.78801843317972
256,64,154,240,39.324116743471585
248,68,150,217,38.095238095238095
249,66,160,236,38.24884792626728
235,64,165,217,36.09831029185868
260,69,171,258,39.93855606758833
251,66,160,226,38.556067588325654
253,66,145,237,38.863287250384026
259,69,171,226,39.78494623655914
252,68,168,238,38.70967741935484
260,67,142,235,39.93855606758833
242,62,114,234,37.173579109062985
243,64,130,225,37.327188940092164
242,62,130,207,37.173579109062985
222,61,111,197,34.10138248847927
242,63,147,214,37.173579109062985
254,65,135,239,39.01689708141321
244,66,125,218,37.48079877112135
244,66,145,242,37.48079877112135
262,69,150,237,40.2457757296467
266,70,167,240,40.86021505376344
255,63,170,248,39.1705069124424
242,64,170,231,37.173579109062985
267,64,157,249,41.013824884792626
234,60,113,214,35.944700460829495
222,60,140,210,34.10138248847927
238,62,145,224,36.55913978494624
262,67,198,241,40.2457757296467
244,63,147,222,37.48079877112135
244,63,120,227,37.48079877112135
254,69,163,256,39.01689708141321
235,66,128,220,36.09831029185868
257,69,163,244,39.47772657450077
223,64,155,222,34.25499231950845
240,65,150,234,36.86635944700461
243,66,127,226,37.327188940092164
263,69,130,227,40.39938556067588
230,63,160,202,35.33026113671275
240,64,146,225,36.86635944700461
227,62,142,222,34.86943164362519
236,65,162,240,36.25192012288787
255,65,130,242,39.1705069124424
259,68,160,248,39.78494623655914
261,68,155,237,40.092165898617516
233,64,160,227,35.79109062980031
259,67,160,244,39.78494623655914
244,65,140,220,37.48079877112135
241,66,135,217,37.0199692780338
255,64,125,230,39.1705069124424
244,67,135,223,37.48079877112135
247,64,140,229,37.94162826420891
234,64,128,216,35.944700460829495
267,66,160,244,41.013824884792626
273,69,192,231,41.935483870967744
239,64,135,221,36.712749615975426
237,63,115,220,36.40552995391705
233,62,120,217,35.79109062980031
229,62,115,214,35.17665130568356
234,62,139,219,35.944700460829495
248,69,160,230,38.095238095238095
226,62,155,238,34.715821812596005
254,66,152,227,39.01689708141321
234,63,146,237,35.944700460829495
253,66,141,234,38.863287250384026
236,60,142,219,36.25192012288787
249,63,125,214,38.24884792626728
238,68,160,227,36.55913978494624
238,67,175,241,36.55913978494624
257,64,136,224,39.47772657450077
253,66,137,227,38.863287250384026
258,66,128,223,39.63133640552996
238,59,148,217,36.55913978494624
269,68,197,236,41.321044546851
227,61,136,199,34.86943164362519
255,66,172,230,39.1705069124424
236,62,144,218,36.25192012288787
274,65,183,257,42.08909370199693
251,63,143,232,38.556067588325654
239,62,136,217,36.712749615975426
254,66,198,247,39.01689708141321
245,65,160,233,37.634408602150536
255,66,135,248,39.1705069124424
243,66,124,225,37.327188940092164
254,65,170,247,39.01689708141321
234,61,125,217,35.944700460829495
255,69,195,244,39.1705069124424
252,63,185,233,38.70967741935484
237,62,110,222,36.40552995391705
245,66,141,243,37.634408602150536
237,61,152,222,36.40552995391705
236,61,144,227,36.25192012288787
244,61,132,219,37.48079877112135
247,64,162,237,37.94162826420891
247,66,168,235,37.94162826420891
243,63,142,214,37.327188940092164
271,66,163,247,41.62826420890937
234,66,117,225,35.944700460829495
235,63,138,233,36.09831029185868
247,66,174,228,37.94162826420891
228,62,126,216,35.02304147465438
235,62,144,234,36.09831029185868
237,63,123,213,36.40552995391705
246,63,140,217,37.78801843317972
250,68,153,224,38.40245775729647
241,64,125,217,37.0199692780338
234,62,140,219,35.944700460829495
248,66,132,229,38.095238095238095
246,63,160,247,37.78801843317972
235,64,165,222,36.09831029185868
229,59,150,214,35.17665130568356
253,69,160,242,38.863287250384026
229,60,112,217,35.17665130568356
260,69,148,230,39.93855606758833
252,67,148,220,38.70967741935484
244,64,149,228,37.48079877112135
253,66,145,221,38.863287250384026
243,62,135,233,37.327188940092164
245,65,140,228,37.634408602150536
238,57,124,224,36.55913978494624
223,65,120,205,34.25499231950845
258,63,150,227,39.63133640552996
225,60,90,207,34.56221198156682
259,62,159,240,39.78494623655914
247,63,155,232,37.94162826420891
265,67,163,236,40.706605222734254
256,66,145,243,39.324116743471585
247,62,129,225,37.94162826420891
242,61,162,225,37.173579109062985
226,60,131,222,34.715821812596005
257,65,125,223,39.47772657450077
242,62,140,224,37.173579109062985
226,60,124,217,34.715821812596005
257,68,145,250,39.47772657450077
258,64,152,246,39.63133640552996
251,73,200,230,38.556067588325654
229,64,105,194,35.17665130568356
272,72,165,227,41.78187403993856
243,66,125,208,37.327188940092164
250,64,140,243,38.40245775729647
250,67,150,244,38.40245775729647
282,71,208,256,43.31797235023041
243,61,139,232,37.327188940092164
243,60,115,228,37.327188940092164
254,63,150,231,39.01689708141321
248,68,160,233,38.095238095238095
283,72,195,256,43.4715821812596
252,66,141,242,38.70967741935484
234,62,118,208,35.944700460829495
229,61,124,214,35.17665130568356
247,65,147,240,37.94162826420891
260,66,132,228,39.93855606758833
235,62,146,227,36.09831029185868
234,63,130,224,35.944700460829495
244,63,130,214,37.48079877112135
235,59,115,207,36.09831029185868
252,64,135,222,38.70967741935484
220,57,118,205,33.794162826420894
219,63,136,220,33.64055299539171
230,67,143,228,35.33026113671275
265,69,180,240,40.706605222734254
247,65,135,219,37.94162826420891
264,64,160,243,40.55299539170507
254,65,170,231,39.01689708141321
256,68,161,226,39.324116743471585
249,63,125,231,38.24884792626728
258,69,200,250,39.63133640552996
263,66,160,233,40.39938556067588
250,67,168,236,38.40245775729647
256,65,155,238,39.324116743471585
249,65,138,240,38.24884792626728
237,65,127,222,36.40552995391705
258,66,165,238,39.63133640552996
253,67,150,234,38.863287250384026
239,65,133,217,36.712749615975426
259,67,138,235,39.78494623655914
257,66,160,245,39.47772657450077
258,67,145,217,39.63133640552996
233,60,125,217,35.79109062980031
244,66,160,248,37.48079877112135
253,66,146,234,38.863287250384026
242,64,126,227,37.173579109062985
235,61,125,235,36.09831029185868
233,63,151,233,35.79109062980031
247,65,150,231,37.94162826420891
212,60,110,218,32.565284178187405
278,70,160,239,42.703533026113675
237,61,127,216,36.40552995391705
253,67,148,235,38.863287250384026
243,63,125,213,37.327188940092164
255,63,160,237,39.1705069124424
258,68,145,237,39.63133640552996
241,67,131,230,37.0199692780338
243,63,145,230,37.327188940092164
257,65,126,223,39.47772657450077
224,61,106,209,34.40860215053763
257,66,130,242,39.47772657450077
242,66,154,212,37.173579109062985
244,64,140,227,37.48079877112135
239,62,118,229,36.712749615975426
233,62,113,215,35.79109062980031
247,64,160,233,37.94162826420891
254,64,155,237,39.01689708141321
241,64,118,207,37.0199692780338
274,62,125,226,42.08909370199693
248,66,153,230,38.095238095238095
250,67,185,232,38.40245775729647
254,65,118,221,39.01689708141321
217,60,115,217,33.333333333333336
245,65,130,214,37.634408602150536
249,66,160,250,38.24884792626728
232,62,127,227,35.63748079877112
259,65,143,234,39.78494623655914
233,63,122,218,35.79109062980031
241,63,130,217,37.0199692780338
254,65,145,236,39.01689708141321
267,69,167,237,41.013824884792626
239,63,123,238,36.712749615975426
250,64,135,219,38.40245775729647
233,66,130,218,35.79109062980031
238,64,150,224,36.55913978494624
240,62,133,220,36.86635944700461
228,58,100,210,35.02304147465438
264,67,160,247,40.55299539170507
258,67,160,243,39.63133640552996
243,62,117,219,37.327188940092164
229,60,115,223,35.17665130568356
232,61,137,227,35.63748079877112
274,68,174,259,42.08909370199693
235,62,124,209,36.09831029185868
249,64,150,227,38.24884792626728
229,65,128,216,35.17665130568356
244,62,135,219,37.48079877112135
270,67,170,244,41.474654377880185
242,62,116,222,37.173579109062985
243,64,127,224,37.327188940092164
259,68,150,229,39.78494623655914
275,64,169,255,42.242703533026116
256,67,131,233,39.324116743471585
225,62,135,218,34.56221198156682
227,61,118,204,34.86943164362519
258,66,135,214,39.63133640552996
238,60,128,225,36.55913978494624
244,66,143,229,37.48079877112135
233,60,138,226,35.79109062980031
252,66,200,247,38.70967741935484
258,66,143,243,39.63133640552996
224,57,148,216,34.40860215053763
253,64,169,224,38.863287250384026
263,68,143,233,40.39938556067588
258,69,238,234,39.63133640552996
259,70,190,244,39.78494623655914
256,66,170,228,39.324116743471585
249,64,183,233,38.24884792626728
224,64,149,220,34.40860215053763
252,64,165,230,38.70967741935484
253,63,175,227,38.863287250384026
237,65,150,222,36.40552995391705
264,67,155,247,40.55299539170507
248,65,120,219,38.095238095238095
238,68,173,257,36.55913978494624
255,66,144,253,39.1705069124424
245,63,125,229,37.634408602150536
235,65,182,226,36.09831029185868
239,68,180,223,36.712749615975426
253,66,154,240,38.863287250384026
252,64,200,235,38.70967741935484
237,63,137,220,36.40552995391705
249,66,148,223,38.24884792626728
246,63,136,240,37.78801843317972
259,66,130,226,39.78494623655914
252,65,151,230,38.70967741935484
253,63,149,227,38.863287250384026
247,63,140,225,37.94162826420891
242,65,132,220,37.173579109062985
257,68,160,240,39.47772657450077
232,59,133,237,35.63748079877112
251,66,139,222,38.556067588325654
253,65,125,228,38.863287250384026
247,67,147,236,37.94162826420891
250,67,140,249,38.40245775729647
254,64,130,231,39.01689708141321
238,62,136,216,36.55913978494624
249,66,150,228,38.24884792626728
245,66,139,222,37.634408602150536
270,70,165,257,41.474654377880185
262,67,185,238,40.2457757296467
235,64,127,213,36.09831029185868
249,63,149,234,38.24884792626728
244,63,135,224,37.48079877112135
253,68,165,244,38.863287250384026
250,63,140,238,38.40245775729647
268,66,138,237,41.16743471582181
247,62,134,218,37.94162826420891
237,64,150,228,36.40552995391705
243,62,130,232,37.327188940092164
250,66,160,216,38.40245775729647
243,63,130,217,37.327188940092164
269,65,145,242,41.321044546851
217,57,105,203,33.333333333333336
271,66,162,251,41.62826420890937
254,68,172,240,39.01689708141321
254,66,148,226,39.01689708141321
240,63,138,217,36.86635944700461
234,63,160,234,35.944700460829495
234,65,130,237,35.944700460829495
249,63,146,239,38.24884792626728
235,62,135,234,36.09831029185868
259,67,165,239,39.78494623655914
246,68,156,240,37.78801843317972
257,67,136,231,39.47772657450077
257,65,154,244,39.47772657450077
227,63,123,224,34.86943164362519
253,68,145,231,38.863287250384026
260,68,156,231,39.93855606758833
240,63,128,222,36.86635944700461
256,66,165,233,39.324116743471585
242,64,109,210,37.173579109062985
249,64,125,228,38.24884792626728
276,67,180,270,42.3963133640553
267,68,168,260,41.013824884792626
233,63,135,217,35.79109062980031
241,65,150,224,37.0199692780338
272,70,183,240,41.78187403993856
216,61,130,228,33.17972350230415
240,60,140,233,36.86635944700461
235,63,133,221,36.09831029185868
237,63,130,231,36.40552995391705
224,62,120,216,34.40860215053763
241,63,140,228,37.0199692780338
243,63,145,244,37.327188940092164
244,64,148,242,37.48079877112135
241,63,140,227,37.0199692780338
258,66,160,233,39.63133640552996
234,68,128,218,35.944700460829495
250,64,125,227,38.40245775729647
249,65,140,237,38.24884792626728
241,63,145,214,37.0199692780338
243,65,122,227,37.327188940092164
261,67,150,240,40.092165898617516
257,67,175,254,39.47772657450077
237,64,125,234,36.40552995391705
255,66,150,219,39.1705069124424
247,66,130,224,37.94162826420891
228,62,118,205,35.02304147465438
228,64,150,213,35.02304147465438
244,62,165,221,37.48079877112135
261,67,135,232,40.092165898617516
214,56,130,217,32.87250384024578
254,69,175,243,39.01689708141321
