footlength,Heightin,Weightlbs,balloffootcircumference,EUR Size
230,64,115,209,35.33026113671275
249,65,158,231,38.24884792626728
247,66,130,224,37.94162826420891
224,61,128,213,34.40860215053763
229,60,140,213,35.17665130568356
246,64,152,220,37.78801843317972
235,67,125,220,36.09831029185868
251,69,150,244,38.556067588325654
239,64,120,215,36.712749615975426
198,56,100,199,30.414746543778804
236,63,128,221,36.25192012288787
264,68,181,253,40.55299539170507
263,68,160,240,40.39938556067588
238,64,165,235,36.55913978494624
250,66,185,250,38.40245775729647
235,62,140,224,36.09831029185868
251,71,163,238,38.556067588325654
256,67,153,229,39.324116743471585
245,66,163,229,37.634408602150536
237,63,135,227,36.40552995391705
230,60,108,206,35.33026113671275
264,67,180,234,40.55299539170507
262,66,165,231,40.2457757296467
259,66,170,244,39.78494623655914
244,65,130,218,37.48079877112135
241,64,167,229,37.0199692780338
266,80,150,238,40.86021505376344
225,61,110,216,34.56221198156682
242,64,145,226,37.173579109062985
247,64,148,214,37.94162826420891
224,62,138,208,34.40860215053763
254,65,156,239,39.01689708141321
234,64,152,220,35.944700460829495
223,59,100,209,34.25499231950845
266,69,160,238,40.86021505376344
233,64,163,235,35.79109062980031
242,64,160,209,37.173579109062985
261,67,174,246,40.092165898617516
249,65,140,238,38.24884792626728
225,63,160,220,34.56221198156682
254,63,133,233,39.01689708141321
243,63,177,224,37.327188940092164
230,62,140,224,35.33026113671275
228,60,169,214,35.02304147465438
228,63,125,224,35.02304147465438
249,65,150,227,38.24884792626728
256,66,169,250,39.324116743471585
237,61,140,227,36.40552995391705
252,66,145,227,38.70967741935484
242,61,109,207,37.173579109062985
244,66,165,231,37.48079877112135
256,68,195,232,39.324116743471585
248,62,150,217,38.095238095238095
240,64,141,221,36.86635944700461
254,66,197,241,39.01689708141321
242,63,140,230,37.173579109062985
224,60,150,199,34.40860215053763
241,65,135,224,37.0199692780338
243,62,112,238,37.327188940092164
241,64,107,208,37.0199692780338
238,62,160,233,36.55913978494624
268,70,180,255,41.16743471582181
252,64,169,231,38.70967741935484
254,62,140,217,39.01689708141321
227,63,170,226,34.86943164362519
230,62,150,222,35.33026113671275
262,68,163,227,40.2457757296467
253,67,156,217,38.863287250384026
259,67,174,231,39.78494623655914
249,63,120,227,38.24884792626728
253,64,144,240,38.863287250384026
255,67,170,233,39.1705069124424
234,67,187,244,35.944700460829495
252,65,147,227,38.70967741935484
261,66,156,218,40.092165898617516
272,67,130,212,41.78187403993856
243,64,116,200,37.327188940092164
252,68,164,224,38.70967741935484
253,64,180,236,38.863287250384026
258,63,168,244,39.63133640552996
234,63,140,206,35.944700460829495
252,66,145,224,38.70967741935484
244,65,160,227,37.48079877112135
264,68,155,226,40.55299539170507
250,64,157,227,38.40245775729647
272,68,225,254,41.78187403993856
237,64,168,230,36.40552995391705
239,62,145,237,36.712749615975426
239,61,145,237,36.712749615975426
249,65,150,235,38.24884792626728
274,69,194,257,42.08909370199693
253,68,206,236,38.863287250384026
252,67,140,227,38.70967741935484
278,70,140,264,42.703533026113675
245,65,143,226,37.634408602150536
237,62,158,228,36.40552995391705
253,65,140,234,38.863287250384026
238,61,155,224,36.55913978494624
256,64,160,228,39.324116743471585
244,65,165,230,37.48079877112135
238,64,185,244,36.55913978494624
252,64,181,236,38.70967741935484
235,65,125,231,36.09831029185868
248,64,175,252,38.095238095238095
253,63,137,243,38.863287250384026
256,67,142,230,39.324116743471585
266,68,172,245,40.86021505376344
217,61,130,206,33.333333333333336
241,63,160,228,37.0199692780338
222,59,145,217,34.10138248847927
249,64,125,214,38.24884792626728
245,64,145,235,37.634408602150536
252,65,134,235,38.70967741935484
262,67,170,245,40.2457757296467
237,66,132,217,36.40552995391705
247,63,148,255,37.94162826420891
247,63,140,237,37.94162826420891
240,64,150,220,36.86635944700461
243,65,150,237,37.327188940092164
245,66,190,244,37.634408602150536
245,62,139,227,37.634408602150536
252,65,165,231,38.70967741935484
255,63,120,227,39.1705069124424
251,64,154,227,38.556067588325654
256,64,169,235,39.324116743471585
263,67,215,237,40.39938556067588
247,64,148,225,37.94162826420891
237,61,100,207,36.40552995391705
257,66,165,237,39.47772657450077
252,67,120,230,38.70967741935484
240,61,132,230,36.86635944700461
253,62,155,238,38.863287250384026
267,66,162,238,41.013824884792626
244,63,148,238,37.48079877112135
243,64,127,231,37.327188940092164
260,67,192,241,39.93855606758833
229,66,146,234,35.17665130568356
255,64,167,223,39.1705069124424
256,66,139,242,39.324116743471585
253,64,155,236,38.863287250384026
252,67,150,255,38.70967741935484
241,63,135,210,37.0199692780338
252,67,135,244,38.70967741935484
247,65,135,223,37.94162826420891
243,64,170,248,37.327188940092164
253,64,129,225,38.863287250384026
237,65,130,223,36.40552995391705
260,69,170,244,39.93855606758833
250,59,154,220,38.40245775729647
255,66,185,236,39.1705069124424
243,62,135,223,37.327188940092164
268,67,208,251,41.16743471582181
259,66,143,253,39.78494623655914
247,64,133,214,37.94162826420891
250,63,152,230,38.40245775729647
254,64,147,222,39.01689708141321
236,64,143,233,36.25192012288787
279,71,170,248,42.85714285714286
251,66,155,218,38.556067588325654
244,65,125,228,37.48079877112135
261,70,170,254,40.092165898617516
247,64,145,224,37.94162826420891
247,69,147,221,37.94162826420891
223,63,143,223,34.25499231950845
247,64,190,225,37.94162826420891
247,66,128,222,37.94162826420891
248,67,176,223,38.095238095238095
283,60,170,252,43.4715821812596
240,65,127,223,36.86635944700461
247,63,193,238,37.94162826420891
250,64,170,225,38.40245775729647
237,60,119,221,36.40552995391705
250,66,180,236,38.40245775729647
252,68,138,228,38.70967741935484
228,61,126,215,35.02304147465438
236,61,162,220,36.25192012288787
259,65,160,248,39.78494623655914
258,65,152,234,39.63133640552996
253,66,180,237,38.863287250384026
245,66,135,228,37.634408602150536
279,71,173,251,42.85714285714286
274,72,187,252,42.08909370199693
253,70,135,236,38.863287250384026
234,63,127,215,35.944700460829495
249,65,123,223,38.24884792626728
240,62,152,227,36.86635944700461
234,62,142,227,35.944700460829495
248,65,135,232,38.095238095238095
240,61,132,218,36.86635944700461
238,61,148,221,36.55913978494624
280,69,148,252,43.01075268817205
252,64,139,206,38.70967741935484
251,63,143,233,38.556067588325654
239,63,135,227,36.712749615975426
233,65,129,204,35.79109062980031
253,65,170,234,38.863287250384026
244,66,134,212,37.48079877112135
255,68,180,233,39.1705069124424
231,61,123,214,35.483870967741936
232,66,113,213,35.63748079877112
251,68,140,229,38.556067588325654
270,65,162,233,41.474654377880185
236,63,143,229,36.25192012288787
264,66,205,252,40.55299539170507
261,69,150,228,40.092165898617516
248,64,146,223,38.095238095238095
257,69,150,238,39.47772657450077
263,68,173,237,40.39938556067588
270,67,155,252,41.474654377880185
240,62,116,223,36.86635944700461
247,67,130,213,37.94162826420891
268,68,167,232,41.16743471582181
251,66,168,235,38.556067588325654
240,62,158,220,36.86635944700461
259,65,145,228,39.78494623655914
234,67,163,212,35.944700460829495
232,61,115,230,35.63748079877112
250,63,140,244,38.40245775729647
266,64,141,226,40.86021505376344
249,63,148,231,38.24884792626728
249,64,155,233,38.24884792626728
247,65,152,228,37.94162826420891
237,63,136,221,36.40552995391705
217,61,125,212,33.333333333333336
268,67,198,257,41.16743471582181
260,66,167,246,39.93855606758833
247,65,170,241,37.94162826420891
267,66,158,261,41.013824884792626
252,63,127,233,38.70967741935484
225,63,135,237,34.56221198156682
262,66,190,226,40.2457757296467
242,61,120,219,37.173579109062985
245,62,153,219,37.634408602150536
232,59,130,208,35.63748079877112
238,61,110,216,36.55913978494624
249,66,158,237,38.24884792626728
247,66,114,213,37.94162826420891
242,66,125,224,37.173579109062985
237,63,108,208,36.40552995391705
243,64,135,231,37.327188940092164
235,64,135,216,36.09831029185868
234,60,120,219,35.944700460829495
219,58,114,214,33.64055299539171
247,65,150,237,37.94162826420891
246,63,150,233,37.78801843317972
233,63,138,222,35.79109062980031
257,66,160,228,39.47772657450077
241,64,140,232,37.0199692780338
258,69,172,227,39.63133640552996
248,64,133,221,38.095238095238095
254,67,169,244,39.01689708141321
253,65,135,233,38.863287250384026
226,60,102,226,34.715821812596005
232,65,125,234,35.63748079877112
233,62,125,209,35.79109062980031
252,65,142,227,38.70967741935484
241,63,130,227,37.0199692780338
233,61,115,217,35.79109062980031
243,62,140,219,37.327188940092164
239,63,140,222,36.712749615975426
257,66,142,218,39.47772657450077
239,62,125,213,36.712749615975426
263,66,140,240,40.39938556067588
240,63,138,218,36.86635944700461
242,66,118,212,37.173579109062985
258,68,150,226,39.63133640552996
244,65,157,231,37.48079877112135
244,64,148,227,37.48079877112135
250,64,145,227,38.40245775729647
260,67,140,237,39.93855606758833
257,67,145,224,39.47772657450077
228,61,112,211,35.02304147465438
237,64,117,216,36.40552995391705
268,70,158,245,41.16743471582181
258,66,165,241,39.63133640552996
244,63,135,224,37.48079877112135
230,59,95,222,35.33026113671275
237,63,165,236,36.40552995391705
267,63,155,249,41.013824884792626
247,65,150,237,37.94162826420891
248,65,150,228,38.095238095238095
252,68,150,226,38.70967741935484
251,64,132,237,38.556067588325654
254,65,158,238,39.01689708141321
238,62,135,226,36.55913978494624
238,61,130,234,36.55913978494624
252,67,165,242,38.70967741935484
262,67,170,243,40.2457757296467
237,63,120,217,36.40552995391705
239,63,145,230,36.712749615975426
268,69,135,247,41.16743471582181
244,66,165,236,37.48079877112135
245,68,142,217,37.634408602150536
239,63,150,233,36.712749615975426
252,64,150,236,38.70967741935484
229,59,103,217,35.17665130568356
234,62,135,226,35.944700460829495
248,67,183,234,38.095238095238095
246,65,145,224,37.78801843317972
257,62,154,224,39.47772657450077
234,63,130,214,35.944700460829495
251,65,145,221,38.556067588325654
253,69,148,244,38.863287250384026
256,65,148,233,39.324116743471585
261,70,195,236,40.092165898617516
237,60,140,215,36.40552995391705
244,66,185,236,37.48079877112135
248,62,126,229,38.095238095238095
225,59,130,221,34.56221198156682
243,66,135,240,37.327188940092164
263,70,155,250,40.39938556067588
237,64,120,218,36.40552995391705
233,63,115,231,35.79109062980031
231,64,123,204,35.483870967741936
243,62,140,235,37.327188940092164
237,62,120,233,36.40552995391705
253,65,140,231,38.863287250384026
256,67,155,228,39.324116743471585
237,61,130,235,36.40552995391705
253,64,130,225,38.863287250384026
237,64,122,220,36.40552995391705
231,61,120,218,35.483870967741936
245,63,175,233,37.634408602150536
244,64,127,227,37.48079877112135
254,67,160,250,39.01689708141321
238,65,160,222,36.55913978494624
238,62,145,227,36.55913978494624
259,67,165,256,39.78494623655914
233,63,110,218,35.79109062980031
233,61,105,214,35.79109062980031
250,67,184,231,38.40245775729647
249,63,152,237,38.24884792626728
253,66,137,224,38.863287250384026
262,67,157,244,40.2457757296467
235,61,110,221,36.09831029185868
257,70,160,257,39.47772657450077
257,68,150,236,39.47772657450077
239,63,132,222,36.712749615975426
238,67,133,205,36.55913978494624
255,66,145,246,39.1705069124424
232,60,110,223,35.63748079877112
257,66,157,246,39.47772657450077
252,66,150,252,38.70967741935484
229,63,143,221,35.17665130568356
252,65,170,233,38.70967741935484
253,64,160,242,38.863287250384026
251,67,170,225,38.556067588325654
229,65,115,202,35.17665130568356
268,67,148,238,41.16743471582181
259,63,161,227,39.78494623655914
236,63,120,211,36.25192012288787
251,66,130,230,38.556067588325654
228,65,154,218,35.02304147465438
236,63,147,224,36.25192012288787
246,64,150,212,37.78801843317972
256,66,154,211,39.324116743471585
236,62,134,222,36.25192012288787
258,67,168,228,39.63133640552996
237,63,152,219,36.40552995391705
247,64,127,225,37.94162826420891
266,65,180,227,40.86021505376344
252,68,144,222,38.70967741935484
245,66,145,223,37.634408602150536
257,64,165,236,39.47772657450077
244,65,147,237,37.48079877112135
247,64,145,222,37.94162826420891
237,68,150,212,36.40552995391705
255,69,139,236,39.1705069124424
247,69,132,223,37.94162826420891
232,61,106,206,35.63748079877112
244,65,162,227,37.48079877112135
263,71,223,247,40.39938556067588
257,63,144,227,39.47772657450077
244,66,160,220,37.48079877112135
242,65,194,233,37.173579109062985
227,62,160,224,34.86943164362519
248,62,137,222,38.095238095238095
241,63,150,242,37.0199692780338
227,61,135,217,34.86943164362519
258,63,140,232,39.63133640552996
257,67,150,235,39.47772657450077
244,65,143,243,37.48079877112135
228,62,115,216,35.02304147465438
234,62,127,234,35.944700460829495
251,67,196,229,38.556067588325654
263,67,157,252,40.39938556067588
228,60,126,214,35.02304147465438
242,64,135,244,37.173579109062985
244,64,135,233,37.48079877112135
225,59,140,233,34.56221198156682
247,65,150,221,37.94162826420891
249,63,130,232,38.24884792626728
276,67,180,255,42.3963133640553
252,64,161,228,38.70967741935484
239,65,161,240,36.712749615975426
231,64,105,208,35.483870967741936
249,65,132,231,38.24884792626728
251,63,113,220,38.556067588325654
249,66,156,240,38.24884792626728
267,70,187,252,41.013824884792626
237,61,116,227,36.40552995391705
254,66,159,244,39.01689708141321
246,63,135,227,37.78801843317972
237,63,120,243,36.40552995391705
242,63,124,222,37.173579109062985
247,62,135,217,37.94162826420891
233,64,120,204,35.79109062980031
227,62,138,215,34.86943164362519
261,67,167,220,40.092165898617516
254,66,160,238,39.01689708141321
256,67,170,247,39.324116743471585
255,65,126,210,39.1705069124424
260,64,185,229,39.93855606758833
244,62,181,224,37.48079877112135
257,68,177,234,39.47772657450077
222,60,127,204,34.10138248847927
224,60,132,217,34.40860215053763
263,67,148,227,40.39938556067588
236,61,145,226,36.25192012288787
252,64,140,242,38.70967741935484
242,69,127,215,37.173579109062985
237,62,135,234,36.40552995391705
227,63,131,224,34.86943164362519
264,64,148,231,40.55299539170507
264,67,150,237,40.55299539170507
237,63,132,228,36.40552995391705
230,63,147,226,35.33026113671275
246,61,120,218,37.78801843317972
229,65,117,207,35.17665130568356
248,66,144,235,38.095238095238095
247,65,154,228,37.94162826420891
234,60,138,228,35.944700460829495
227,62,140,225,34.86943164362519
241,64,115,212,37.0199692780338
237,64,132,218,36.40552995391705
233,59,114,207,35.79109062980031
255,60,116,222,39.1705069124424
258,68,165,232,39.63133640552996
229,62,130,225,35.17665130568356
243,64,155,237,37.327188940092164
260,67,135,237,39.93855606758833
242,64,156,238,37.173579109062985
252,69,178,247,38.70967741935484
238,61,117,220,36.55913978494624
253,66,138,216,38.863287250384026
237,63,140,220,36.40552995391705
238,64,160,228,36.55913978494624
244,64,140,227,37.48079877112135
237,66,166,234,36.40552995391705
256,64,146,227,39.324116743471585
248,67,140,217,38.095238095238095
248,65,170,237,38.095238095238095
270,70,178,247,41.474654377880185
252,67,140,218,38.70967741935484
228,65,135,223,35.02304147465438
262,68,162,224,40.2457757296467
255,68,120,216,39.1705069124424
244,66,160,217,37.48079877112135
244,61,135,233,37.48079877112135
227,61,104,194,34.86943164362519
219,60,130,227,33.64055299539171
249,66,145,228,38.24884792626728
222,58,103,213,34.10138248847927
270,70,155,260,41.474654377880185
231,62,145,237,35.483870967741936
261,67,130,237,40.092165898617516
247,63,140,227,37.94162826420891
249,63,137,215,38.24884792626728
257,65,160,237,39.47772657450077
256,70,184,231,39.324116743471585
229,64,165,219,35.17665130568356
264,64,174,246,40.55299539170507
262,68,190,244,40.2457757296467
238,63,130,230,36.55913978494624
249,64,120,224,38.24884792626728
244,64,138,236,37.48079877112135
243,66,170,222,37.327188940092164
263,65,134,226,40.39938556067588
244,63,117,227,37.48079877112135
256,64,135,223,39.324116743471585
262,67,180,231,40.2457757296467
230,60,130,213,35.33026113671275
234,60,132,215,35.944700460829495
251,66,190,258,38.556067588325654
242,67,185,250,37.173579109062985
233,64,169,232,35.79109062980031
246,66,140,217,37.78801843317972
243,65,122,229,37.327188940092164
263,60,170,219,40.39938556067588
254,64,159,248,39.01689708141321
267,67,186,230,41.013824884792626
244,61,140,213,37.48079877112135
230,60,114,213,35.33026113671275
260,65,158,237,39.93855606758833
262,65,175,252,40.2457757296467
230,62,108,202,35.33026113671275
246,63,172,251,37.78801843317972
256,66,200,238,39.324116743471585
257,69,133,220,39.47772657450077
239,60,164,225,36.712749615975426
272,67,210,261,41.78187403993856
248,64,140,228,38.095238095238095
237,61,155,212,36.40552995391705
238,62,135,216,36.55913978494624
253,65,131,222,38.863287250384026
236,64,115,217,36.25192012288787
263,64,138,216,40.39938556067588
259,67,198,244,39.78494623655914
252,63,183,234,38.70967741935484
266,66,189,249,40.86021505376344
256,63,148,223,39.324116743471585
244,64,119,215,37.48079877112135
240,64,156,236,36.86635944700461
242,62,116,208,37.173579109062985
239,64,160,210,36.712749615975426
235,66,130,231,36.09831029185868
240,65,160,222,36.86635944700461
243,64,136,218,37.327188940092164
247,63,153,236,37.94162826420891
232,63,133,211,35.63748079877112
253,66,150,227,38.863287250384026
220,62,120,211,33.794162826420894
245,66,141,215,37.634408602150536
247,66,137,229,37.94162826420891
252,65,144,217,38.70967741935484
252,64,162,228,38.70967741935484
265,71,180,241,40.706605222734254
232,59,153,223,35.63748079877112
241,62,150,227,37.0199692780338
253,62,154,251,38.863287250384026
247,62,140,233,37.94162826420891
233,64,140,227,35.79109062980031
259,69,184,236,39.78494623655914
245,62,135,217,37.634408602150536
265,70,155,239,40.706605222734254
241,62,125,217,37.0199692780338
240,64,142,242,36.86635944700461
252,64,153,223,38.70967741935484
265,66,168,232,40.706605222734254
238,67,145,239,36.55913978494624
252,69,135,232,38.70967741935484
253,67,190,227,38.863287250384026
250,66,148,216,38.40245775729647
238,62,172,228,36.55913978494624
239,62,150,232,36.712749615975426
249,62,115,218,38.24884792626728
237,60,120,219,36.40552995391705
241,65,204,227,37.0199692780338
252,65,195,247,38.70967741935484
251,67,170,218,38.556067588325654
243,62,161,225,37.327188940092164
265,65,167,239,40.706605222734254
260,67,170,227,39.93855606758833
248,64,165,240,38.095238095238095
258,66,140,242,39.63133640552996
244,64,130,223,37.48079877112135
246,66,164,225,37.78801843317972
243,62,175,231,37.327188940092164
265,66,200,245,40.706605222734254
249,61,128,220,38.24884792626728
248,65,137,216,38.095238095238095
238,67,158,216,36.55913978494624
265,71,175,227,40.706605222734254
245,61,135,233,37.634408602150536
252,67,170,236,38.70967741935484
241,63,136,220,37.0199692780338
275,60,190,248,42.242703533026116
254,65,148,235,39.01689708141321
248,68,145,231,38.095238095238095
246,62,142,226,37.78801843317972
244,65,138,214,37.48079877112135
258,66,149,224,39.63133640552996
258,63,157,235,39.63133640552996
260,67,217,233,39.93855606758833
259,68,210,235,39.78494623655914
244,62,108,216,37.48079877112135
230,62,121,208,35.33026113671275
257,66,143,218,39.47772657450077
257,65,112,211,39.47772657450077
240,62,143,222,36.86635944700461
235,60,128,211,36.09831029185868
247,64,147,230,37.94162826420891
250,65,145,232,38.40245775729647
251,65,130,223,38.556067588325654
265,65,200,246,40.706605222734254
233,63,135,219,35.79109062980031
241,65,155,230,37.0199692780338
239,63,130,220,36.712749615975426
256,63,160,233,39.324116743471585
240,60,125,225,36.86635944700461
238,62,150,219,36.55913978494624
255,63,154,226,39.1705069124424
242,64,165,224,37.173579109062985
238,67,165,230,36.55913978494624
250,64,130,239,38.40245775729647
240,65,135,225,36.86635944700461
274,73,200,232,42.08909370199693
255,64,110,226,39.1705069124424
261,67,150,223,40.092165898617516
226,61,123,224,34.715821812596005
259,67,133,239,39.78494623655914
273,66,154,238,41.935483870967744
236,63,130,227,36.25192012288787
241,65,127,225,37.0199692780338
245,62,185,216,37.634408602150536
248,66,130,225,38.095238095238095
256,66,147,233,39.324116743471585
234,63,150,243,35.944700460829495
226,62,106,212,34.715821812596005
270,67,158,238,41.474654377880185
241,63,116,223,37.0199692780338
246,63,140,230,37.78801843317972
250,67,177,243,38.40245775729647
265,68,155,239,40.706605222734254
243,69,134,219,37.327188940092164
241,63,120,218,37.0199692780338
245,64,145,230,37.634408602150536
256,66,170,236,39.324116743471585
250,63,129,220,38.40245775729647
226,62,110,235,34.715821812596005
252,64,160,232,38.70967741935484
246,64,145,222,37.78801843317972
236,64,140,225,36.25192012288787
237,62,124,214,36.40552995391705
238,60,122,212,36.55913978494624
260,64,148,232,39.93855606758833
242,64,127,218,37.173579109062985
254,66,174,257,39.01689708141321
255,62,140,236,39.1705069124424
242,64,160,228,37.173579109062985
265,69,174,237,40.706605222734254
240,63,140,218,36.86635944700461
219,62,138,236,33.64055299539171
249,65,153,240,38.24884792626728
236,62,130,221,36.25192012288787
240,63,130,232,36.86635944700461
253,68,150,229,38.863287250384026
238,65,125,227,36.55913978494624
245,64,138,228,37.634408602150536
239,64,138,224,36.712749615975426
257,66,145,255,39.47772657450077
241,67,130,221,37.0199692780338
265,67,144,247,40.706605222734254
253,65,158,237,38.863287250384026
230,63,140,220,35.33026113671275
250,63,140,240,38.40245775729647
228,57,100,206,35.02304147465438
250,61,141,236,38.40245775729647
222,59,130,210,34.10138248847927
244,64,166,224,37.48079877112135
243,68,147,224,37.327188940092164
239,64,137,223,36.712749615975426
233,59,115,244,35.79109062980031
239,63,132,220,36.712749615975426
214,57,110,212,32.87250384024578
241,61,115,215,37.0199692780338
228,60,116,219,35.02304147465438
246,64,124,215,37.78801843317972
241,64,150,215,37.0199692780338
252,65,145,221,38.70967741935484
240,61,174,235,36.86635944700461
223,62,122,214,34.25499231950845
274,70,170,242,42.08909370199693
247,64,147,234,37.94162826420891
247,64,118,218,37.94162826420891
257,67,169,240,39.47772657450077
228,61,110,208,35.02304147465438
252,67,130,228,38.70967741935484
237,65,120,212,36.40552995391705
251,65,120,230,38.556067588325654
238,61,130,214,36.55913978494624
237,62,135,229,36.40552995391705
243,66,154,221,37.327188940092164
267,70,188,244,41.013824884792626
244,64,130,226,37.48079877112135
247,64,140,231,37.94162826420891
260,67,138,245,39.93855606758833
242,61,116,232,37.173579109062985
244,77,112,206,37.48079877112135
215,60,115,208,33.02611367127496
228,60,128,235,35.02304147465438
252,64,158,245,38.70967741935484
243,66,125,216,37.327188940092164
245,66,174,234,37.634408602150536
238,62,138,232,36.55913978494624
262,67,153,220,40.2457757296467
240,66,153,222,36.86635944700461
233,62,127,213,35.79109062980031
235,64,139,233,36.09831029185868
248,64,135,233,38.095238095238095
254,67,175,234,39.01689708141321
236,63,124,208,36.25192012288787
256,69,120,216,39.324116743471585
225,61,127,214,34.56221198156682
240,63,129,220,36.86635944700461
233,61,138,219,35.79109062980031
234,63,128,232,35.944700460829495
243,64,185,236,37.327188940092164
258,72,170,224,39.63133640552996
264,68,168,237,40.55299539170507
240,64,145,213,36.86635944700461
265,68,194,230,40.706605222734254
243,65,145,238,37.327188940092164
239,59,127,196,36.712749615975426
248,66,147,237,38.095238095238095
240,64,140,233,36.86635944700461
242,63,148,222,37.173579109062985
248,64,161,228,38.095238095238095
246,66,127,218,37.78801843317972
248,60,165,245,38.095238095238095
245,64,138,225,37.634408602150536
238,61,106,207,36.55913978494624
253,64,155,229,38.863287250384026
252,67,144,215,38.70967741935484
252,66,175,253,38.70967741935484
228,60,127,207,35.02304147465438
243,65,140,238,37.327188940092164
242,62,160,241,37.173579109062985
236,64,130,222,36.25192012288787
261,66,190,240,40.092165898617516
240,62,147,240,36.86635944700461
243,62,109,220,37.327188940092164
225,62,125,225,34.56221198156682
213,61,130,206,32.71889400921659
238,62,137,221,36.55913978494624
268,65,152,230,41.16743471582181
236,63,126,237,36.25192012288787
259,70,140,232,39.78494623655914
242,63,132,237,37.173579109062985
254,70,164,236,39.01689708141321
242,66,148,215,37.173579109062985
229,61,140,219,35.17665130568356
243,63,155,228,37.327188940092164
246,62,119,220,37.78801843317972
252,62,130,221,38.70967741935484
259,66,145,225,39.78494623655914
245,65,140,239,37.634408602150536
238,61,140,235,36.55913978494624
240,63,100,220,36.86635944700461
253,68,140,217,38.863287250384026
231,64,132,218,35.483870967741936
250,64,123,208,38.40245775729647
267,68,260,261,41.013824884792626
243,66,170,238,37.327188940092164
220,61,102,208,33.794162826420894
250,64,115,223,38.40245775729647
225,59,95,197,34.56221198156682
259,66,152,247,39.78494623655914
276,70,165,223,42.3963133640553
231,63,139,222,35.483870967741936
234,63,125,216,35.944700460829495
274,68,195,251,42.08909370199693
265,67,167,229,40.706605222734254
263,64,165,232,40.39938556067588
242,67,135,238,37.173579109062985
229,62,120,216,35.17665130568356
251,66,165,215,38.556067588325654
248,66,120,240,38.095238095238095
251,65,154,229,38.556067588325654
233,63,124,215,35.79109062980031
257,66,165,233,39.47772657450077
262,67,165,242,40.2457757296467
237,68,150,231,36.40552995391705
247,65,140,226,37.94162826420891
238,64,170,240,36.55913978494624
253,65,200,240,38.863287250384026
225,66,115,211,34.56221198156682
245,61,170,226,37.634408602150536
245,66,145,230,37.634408602150536
234,62,120,205,35.944700460829495
234,60,140,220,35.944700460829495
268,70,180,235,41.16743471582181
225,61,132,212,34.56221198156682
249,63,147,231,38.24884792626728
245,63,170,221,37.634408602150536
233,64,165,224,35.79109062980031
216,62,140,206,33.17972350230415
237,66,135,225,36.40552995391705
255,75,175,244,39.1705069124424
255,63,150,215,39.1705069124424
250,67,150,235,38.40245775729647
244,67,130,218,37.48079877112135
241,62,139,234,37.0199692780338
250,64,190,220,38.40245775729647
251,65,115,220,38.556067588325654
245,67,148,239,37.634408602150536
240,60,108,227,36.86635944700461
238,62,118,218,36.55913978494624
266,70,190,233,40.86021505376344
286,70,175,248,43.93241167434716
245,63,140,230,37.634408602150536
238,64,143,225,36.55913978494624
236,66,145,220,36.25192012288787
247,63,147,216,37.94162826420891
265,71,208,240,40.706605222734254
219,62,134,211,33.64055299539171
246,67,135,232,37.78801843317972
265,66,175,240,40.706605222734254
256,67,150,250,39.324116743471585
228,62,110,203,35.02304147465438
250,62,149,235,38.40245775729647
235,60,140,235,36.09831029185868
241,63,161,230,37.0199692780338
252,64,140,226,38.70967741935484
247,65,145,245,37.94162826420891
221,61,115,210,33.94777265745008
255,67,137,210,39.1705069124424
246,65,157,215,37.78801843317972
257,68,145,226,39.47772657450077
250,68,147,229,38.40245775729647
230,62,185,225,35.33026113671275
242,67,182,224,37.173579109062985
255,69,227,229,39.1705069124424
256,66,200,251,39.324116743471585
222,59,135,206,34.10138248847927
236,63,168,218,36.25192012288787
253,70,170,235,38.863287250384026
250,63,175,232,38.40245775729647
276,73,211,220,42.3963133640553
244,67,190,232,37.48079877112135
248,67,155,220,38.095238095238095
259,68,183,242,39.78494623655914
269,67,175,239,41.321044546851
260,67,180,238,39.93855606758833
250,77,127,235,38.40245775729647
259,67,164,244,39.78494623655914
268,68,139,208,41.16743471582181
236,64,137,215,36.25192012288787
261,65,180,226,40.092165898617516
249,65,135,209,38.24884792626728
243,64,130,212,37.327188940092164
261,64,145,234,40.092165898617516
246,66,137,219,37.78801843317972
249,68,145,238,38.24884792626728
241,62,136,213,37.0199692780338
249,62,154,220,38.24884792626728
244,65,135,224,37.48079877112135
251,66,170,237,38.556067588325654
255,64,170,226,39.1705069124424
245,66,160,223,37.634408602150536
265,70,197,236,40.706605222734254
253,67,175,237,38.863287250384026
232,64,150,218,35.63748079877112
262,69,165,236,40.2457757296467
234,62,128,233,35.944700460829495
252,64,174,251,38.70967741935484
254,65,180,227,39.01689708141321
269,67,175,246,41.321044546851
226,59,124,209,34.715821812596005
257,65,117,239,39.47772657450077
265,66,152,235,40.706605222734254
226,62,115,214,34.715821812596005
223,64,135,223,34.25499231950845
245,68,140,245,37.634408602150536
250,66,180,234,38.40245775729647
242,64,145,234,37.173579109062985
253,66,158,233,38.863287250384026
266,69,210,238,40.86021505376344
230,62,100,195,35.33026113671275
245,63,110,218,37.634408602150536
257,66,124,210,39.47772657450077
229,58,116,211,35.17665130568356
263,68,153,232,40.39938556067588
250,67,150,230,38.40245775729647
250,66,121,221,38.40245775729647
249,70,175,237,38.24884792626728
275,68,170,244,42.242703533026116
272,66,203,243,41.78187403993856
242,63,212,238,37.173579109062985
261,64,176,246,40.092165898617516
246,62,156,220,37.78801843317972
233,64,155,227,35.79109062980031
252,70,145,231,38.70967741935484
